"Subj"	"run"	"cond"	"rew"	"cue"	"group"	"sex"	"acc_diff"	"rt_diff"
64	3	3	0	2	0	1	7.5	-195.797619047619
65	3	3	0	2	1	2	25	-84.4583333333334
66	3	3	0	2	1	1	0	-266.4375
67	3	3	0	2	0	2	0	-29.1964285714287
68	3	3	0	2	0	2	26.6666666666667	-327.011363636364
70	3	3	0	2	0	2	31.25	-198.704545454545
71	3	3	0	2	0	2	12.5	-89.1071428571429
72	3	3	0	2	1	2	0	-166.75
73	3	3	0	2	0	2	18.75	-182.913461538462
74	3	3	0	2	1	2	0	125.4375
75	3	3	0	2	0	1	0	-183.903846153846
77	3	3	0	2	1	2	37.5	-88
78	3	3	0	2	1	2	6.25	-123.106060606061
79	3	3	0	2	1	1	14.2857142857143	-245.083333333333
81	3	3	0	2	0	1	0	-57.5
2	4	3	0	2	1	2	40	-72.1805555555557
4	4	3	0	2	1	2	0	-310.375
5	4	3	0	2	1	2	56.25	-113.571428571429
6	4	3	0	2	1	2	6.25	-135.7
7	4	3	0	2	1	2	0	22.75
11	4	3	0	2	0	2	6.25	-208.683333333333
12	4	3	0	2	1	1	0	-158.9375
13	4	3	0	2	1	2	0	-78.4375
15	4	3	0	2	0	2	25	-172.857142857143
16	4	3	0	2	1	2	0	-428.6875
18	4	3	0	2	0	2	12.5	-282.571428571429
21	4	3	0	2	1	2	13.3333333333333	-17.2211538461538
23	4	3	0	2	0	1	0	-31.7333333333333
24	4	3	0	2	1	2	-12.5	-147.75
25	4	3	0	2	0	2	0	-123.5625
27	4	3	0	2	1	2	6.25	-310.25
29	4	3	0	2	0	1	0	-100.375
30	4	3	0	2	0	2	12.5	-290.107142857143
33	4	3	0	2	1	1	12.5	-257.125
35	4	3	0	2	0	2	18.1818181818182	-9.39682539682542
38	4	3	0	2	1	1	6.66666666666667	-142.392857142857
40	4	3	0	2	1	1	0	-53.9375
41	4	3	0	2	1	2	7.14285714285714	-174.778846153846
43	4	3	0	2	0	2	6.25	-47.7583333333333
44	4	3	0	2	1	2	0	-393.8125
45	4	3	0	2	0	1	0	-238.1875
46	4	3	0	2	1	1	6.25	-288.775
47	4	3	0	2	0	2	0	-204.6875
48	4	3	0	2	0	2	12.5	77.3571428571429
49	4	3	0	2	0	1	31.25	-134.568181818182
50	4	3	0	2	0	2	25	-146.371428571429
51	4	3	0	2	0	1	0	-195.083333333333
60	4	3	0	2	0	1	0	-246.5625
61	4	3	0	2	1	1	14.2857142857143	-128
62	4	3	0	2	0	1	0	-51.8125
63	4	3	0	2	1	1	23.0769230769231	-22.95
64	4	3	0	2	0	1	7.5	-260.654761904762
65	4	3	0	2	1	2	25	-44.2083333333334
66	4	3	0	2	1	1	0	-263.4375
67	4	3	0	2	0	2	0	-134.071428571429
68	4	3	0	2	0	2	14.1666666666667	-410.779220779221
70	4	3	0	2	0	2	31.25	-174.704545454545
71	4	3	0	2	0	2	12.5	-49.2321428571429
72	4	3	0	2	1	2	0	-170.5
73	4	3	0	2	0	2	18.75	-158.288461538462
74	4	3	0	2	1	2	0	-47.9375
75	4	3	0	2	0	1	-12.5	-202.725274725275
77	4	3	0	2	1	2	50	-214.857142857143
78	4	3	0	2	1	2	6.25	-186.272727272727
79	4	3	0	2	1	1	14.2857142857143	-281.208333333333
81	4	3	0	2	0	1	0	-176
2	1	4	0	1	1	2	10.7142857142857	-128.333333333333
4	1	4	0	1	1	2	-12.5	-11.0238095238096
5	1	4	0	1	1	2	35.7142857142857	-4.25
6	1	4	0	1	1	2	0	74
7	1	4	0	1	1	2	0	167.625
11	1	4	0	1	0	2	0	-58.125
12	1	4	0	1	1	1	0	-25.75
13	1	4	0	1	1	2	0	13.5
15	1	4	0	1	0	2	25	-223.916666666667
16	1	4	0	1	1	2	25	3.65714285714284
18	1	4	0	1	0	2	0	-297.25
21	1	4	0	1	1	2	-12.5	-157.803571428571
23	1	4	0	1	0	1	12.5	-26.3035714285713
24	1	4	0	1	1	2	0	-70.5
25	1	4	0	1	0	2	0	7.625
27	1	4	0	1	1	2	0	-30.3333333333334
29	1	4	0	1	0	1	-12.5	87.7142857142856
30	1	4	0	1	0	2	12.5	-50.7857142857142
33	1	4	0	1	1	1	-12.5	-43.3392857142858
35	1	4	0	1	0	2	-25	-85.4
38	1	4	0	1	1	1	16.6666666666667	38.8285714285714
40	1	4	0	1	1	1	0	-133
41	1	4	0	1	1	2	14.2857142857143	6.91666666666674
43	1	4	0	1	0	2	12.5	-115.482142857143
44	1	4	0	1	1	2	25	-15.75
45	1	4	0	1	0	1	-12.5	-161.678571428571
46	1	4	0	1	1	1	12.5	-136.446428571429
47	1	4	0	1	0	2	12.5	-167.821428571429
48	1	4	0	1	0	2	0	-69.125
49	1	4	0	1	0	1	0	-336.625
50	1	4	0	1	0	2	0	-35
51	1	4	0	1	0	1	0	18.7142857142858
60	1	4	0	1	0	1	0	-98.125
61	1	4	0	1	1	1	12.5	-49.3571428571429
62	1	4	0	1	0	1	12.5	59.1607142857142
63	1	4	0	1	1	1	14.2857142857143	-88.4047619047619
64	1	4	0	1	0	1	23.2142857142857	147.6
65	1	4	0	1	1	2	0	-110.75
66	1	4	0	1	1	1	-12.5	-184.285714285714
67	1	4	0	1	0	2	0	-108.5
68	1	4	0	1	0	2	12.5	-6.98214285714289
70	1	4	0	1	0	2	0	-47.75
71	1	4	0	1	0	2	12.5	-127.178571428571
72	1	4	0	1	1	2	0	-55.2
73	1	4	0	1	0	2	0	130.875
74	1	4	0	1	1	2	-12.5	-4.90476190476193
75	1	4	0	1	0	1	12.5	-142.714285714286
77	1	4	0	1	1	2	-5.35714285714286	-172.2
78	1	4	0	1	1	2	-25	-101.083333333333
79	1	4	0	1	1	1	27.5	-175.380952380953
81	1	4	0	1	0	1	-12.5	190.464285714286
2	2	4	0	1	1	2	25	-153.958333333333
4	2	4	0	1	1	2	0	-56.8571428571429
5	2	4	0	1	1	2	35.7142857142857	47.5
6	2	4	0	1	1	2	-25	5.08333333333326
7	2	4	0	1	1	2	0	-30.875
11	2	4	0	1	0	2	-12.5	110
12	2	4	0	1	1	1	0	-11.5
13	2	4	0	1	1	2	0	120.875
15	2	4	0	1	0	2	25	-79.9166666666667
16	2	4	0	1	1	2	25	-25.7714285714287
18	2	4	0	1	0	2	0	-195.875
21	2	4	0	1	1	2	0	-86.2321428571429
23	2	4	0	1	0	1	12.5	17.9464285714287
24	2	4	0	1	1	2	0	-97.5
25	2	4	0	1	0	2	0	-106.25
27	2	4	0	1	1	2	12.5	53.8809523809523
29	2	4	0	1	0	1	0	97.3035714285713
30	2	4	0	1	0	2	12.5	-69.4107142857142
33	2	4	0	1	1	1	0	-44.5
35	2	4	0	1	0	2	0	64.35
38	2	4	0	1	1	1	16.6666666666667	-65.2666666666667
40	2	4	0	1	1	1	0	-134.464285714286
41	2	4	0	1	1	2	14.2857142857143	-93.8333333333333
43	2	4	0	1	0	2	12.5	-1.60714285714289
44	2	4	0	1	1	2	25	22.25
45	2	4	0	1	0	1	0	-162.375
46	2	4	0	1	1	1	12.5	-205.446428571429
47	2	4	0	1	0	2	12.5	-332.321428571429
48	2	4	0	1	0	2	0	-62.125
49	2	4	0	1	0	1	0	-403.875
50	2	4	0	1	0	2	-12.5	-97.3
51	2	4	0	1	0	1	-16.0714285714286	-104.485714285714
60	2	4	0	1	0	1	0	-61.75
61	2	4	0	1	1	1	0	-134
62	2	4	0	1	0	1	12.5	43.0357142857142
63	2	4	0	1	1	1	0	-48.1666666666665
64	2	4	0	1	0	1	25	119.314285714286
65	2	4	0	1	1	2	0	-333.375
66	2	4	0	1	1	1	-12.5	-245
67	2	4	0	1	0	2	0	-84.75
68	2	4	0	1	0	2	12.5	-130.857142857143
70	2	4	0	1	0	2	0	13.375
71	2	4	0	1	0	2	12.5	-132.678571428571
72	2	4	0	1	1	2	0	-12.6
73	2	4	0	1	0	2	0	67.125
74	2	4	0	1	1	2	12.5	149.303571428571
75	2	4	0	1	0	1	0	-169.857142857143
77	2	4	0	1	1	2	-12.5	-168.45
78	2	4	0	1	1	2	12.5	-53.6904761904763
79	2	4	0	1	1	1	40	-104.166666666667
81	2	4	0	1	0	1	0	124.75
2	3	4	0	1	1	2	25	-129.083333333333
4	3	4	0	1	1	2	12.5	-173.732142857143
5	3	4	0	1	1	2	48.2142857142857	-313.4
6	3	4	0	1	1	2	0	-14.25
7	3	4	0	1	1	2	0	49.625
11	3	4	0	1	0	2	0	151
12	3	4	0	1	1	1	0	-46.5
13	3	4	0	1	1	2	0	11.625
15	3	4	0	1	0	2	12.5	-315.75
16	3	4	0	1	1	2	12.5	-194.033333333333
18	3	4	0	1	0	2	0	-184
21	3	4	0	1	1	2	-12.5	-43.5178571428571
23	3	4	0	1	0	1	0	-94.2857142857142
24	3	4	0	1	1	2	0	-113.125
25	3	4	0	1	0	2	0	-153.625
27	3	4	0	1	1	2	12.5	-20.547619047619
29	3	4	0	1	0	1	0	-39.4464285714287
30	3	4	0	1	0	2	12.5	-84.6607142857142
33	3	4	0	1	1	1	0	-112.75
35	3	4	0	1	0	2	-25	-171.066666666667
38	3	4	0	1	1	1	2.38095238095237	19.5666666666668
40	3	4	0	1	1	1	-12.5	-230.607142857143
41	3	4	0	1	1	2	14.2857142857143	-4.95833333333326
43	3	4	0	1	0	2	12.5	-48.4821428571429
44	3	4	0	1	1	2	0	-212.666666666667
45	3	4	0	1	0	1	-12.5	-201.107142857143
46	3	4	0	1	1	1	12.5	-221.821428571429
47	3	4	0	1	0	2	0	-154.285714285714
48	3	4	0	1	0	2	0	-18.125
49	3	4	0	1	0	1	0	-356.625
50	3	4	0	1	0	2	-25	72.8666666666668
51	3	4	0	1	0	1	12.5	-73.7857142857142
60	3	4	0	1	0	1	-12.5	-76.5714285714287
61	3	4	0	1	1	1	12.5	16.3928571428571
62	3	4	0	1	0	1	12.5	-84.9642857142858
63	3	4	0	1	1	1	14.2857142857143	222.041666666667
64	3	4	0	1	0	1	25	-132.971428571429
65	3	4	0	1	1	2	0	-330.25
66	3	4	0	1	1	1	-25	-257.833333333333
67	3	4	0	1	0	2	0	-151.625
68	3	4	0	1	0	2	12.5	-223.607142857143
70	3	4	0	1	0	2	0	-131
71	3	4	0	1	0	2	12.5	28.8214285714287
72	3	4	0	1	1	2	3.57142857142857	96.4666666666666
73	3	4	0	1	0	2	0	57.75
74	3	4	0	1	1	2	12.5	4.17857142857133
75	3	4	0	1	0	1	-12.5	-171.904761904762
77	3	4	0	1	1	2	37.5	-33.4857142857143
78	3	4	0	1	1	2	12.5	16.452380952381
79	3	4	0	1	1	1	40	-270.416666666667
81	3	4	0	1	0	1	0	69.4642857142858
2	4	4	0	1	1	2	25	-108.083333333333
4	4	4	0	1	1	2	12.5	-230.732142857143
5	4	4	0	1	1	2	60.7142857142857	-35.6666666666667
6	4	4	0	1	1	2	0	134.25
7	4	4	0	1	1	2	0	57.5
11	4	4	0	1	0	2	0	-7.625
12	4	4	0	1	1	1	0	-51.875
13	4	4	0	1	1	2	0	74.125
15	4	4	0	1	0	2	25	-293.25
16	4	4	0	1	1	2	25	-22.9142857142858
18	4	4	0	1	0	2	-25	-348.791666666667
21	4	4	0	1	1	2	-12.5	-110.232142857143
23	4	4	0	1	0	1	12.5	-154.053571428571
24	4	4	0	1	1	2	0	-220.5
25	4	4	0	1	0	2	0	-153.25
27	4	4	0	1	1	2	25	184.666666666667
29	4	4	0	1	0	1	0	-74.9464285714287
30	4	4	0	1	0	2	12.5	-208.285714285714
33	4	4	0	1	1	1	-12.5	-167.625
35	4	4	0	1	0	2	0	75.1999999999999
38	4	4	0	1	1	1	16.6666666666667	139.542857142857
40	4	4	0	1	1	1	0	-11.75
41	4	4	0	1	1	2	1.78571428571429	-85.547619047619
43	4	4	0	1	0	2	12.5	-65.1071428571429
44	4	4	0	1	1	2	25	-59.25
45	4	4	0	1	0	1	0	-37
46	4	4	0	1	1	1	12.5	-218.946428571429
47	4	4	0	1	0	2	0	-145.428571428572
48	4	4	0	1	0	2	0	-71.75
49	4	4	0	1	0	1	0	-381.25
50	4	4	0	1	0	2	0	145
51	4	4	0	1	0	1	12.5	72.5892857142858
60	4	4	0	1	0	1	0	61.625
61	4	4	0	1	1	1	12.5	-162.607142857143
62	4	4	0	1	0	1	12.5	-65.3392857142858
63	4	4	0	1	1	1	14.2857142857143	-167.404761904762
64	4	4	0	1	0	1	25	-94.1142857142859
65	4	4	0	1	1	2	0	-100
66	4	4	0	1	1	1	0	-210.625
67	4	4	0	1	0	2	0	-118.875
68	4	4	0	1	0	2	12.5	-230.107142857143
70	4	4	0	1	0	2	0	-17
71	4	4	0	1	0	2	0	25.1428571428573
72	4	4	0	1	1	2	16.0714285714286	119.085714285714
73	4	4	0	1	0	2	0	23
74	4	4	0	1	1	2	12.5	-91.6964285714287
75	4	4	0	1	0	1	12.5	-286.142857142857
77	4	4	0	1	1	2	23.2142857142857	-263.533333333333
78	4	4	0	1	1	2	0	-50.8333333333334
79	4	4	0	1	1	1	40	-189.916666666667
81	4	4	0	1	0	1	0	53.125
